FeatureCode,DateCode,Measurement,Units,Value,Population Projection Variant,Age,Sex
S92000003,2024,Count,People,1712314,Fertility - Low,Working Age (16 - 64),Male
S92000003,2023,Count,People,1763079,Fertility - Low,Working Age (16 - 64),Female
S92000003,2023,Count,People,433861,Fertility - Low,Children (under 16 years),Female
S92000003,2024,Count,People,618316,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2024,Count,People,426947,Fertility - Low,Children (under 16 years),Female
S92000003,2025,Count,People,628524,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2025,Count,People,419568,Fertility - Low,Children (under 16 years),Female
S92000003,2026,Count,People,536698,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2026,Count,People,1708678,Fertility - Low,Working Age (16 - 64),Male
S92000003,2027,Count,People,548165,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2027,Count,People,1707045,Fertility - Low,Working Age (16 - 64),Male
S92000003,2023,Count,People,456214,Fertility - Low,Children (under 16 years),Male
S92000003,2023,Count,People,1713172,Fertility - Low,Working Age (16 - 64),Male
S92000003,2027,Count,People,404189,Fertility - Low,Children (under 16 years),Female
S92000003,2023,Count,People,505159,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2041,Count,People,348145,Fertility - Low,Children (under 16 years),Female
S92000003,2042,Count,People,634680,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2040,Count,People,636557,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2040,Count,People,1664394,Fertility - Low,Working Age (16 - 64),Male
S92000003,2042,Count,People,1660495,Fertility - Low,Working Age (16 - 64),Female
S92000003,2042,Count,People,347947,Fertility - Low,Children (under 16 years),Female
S92000003,2042,Count,People,365900,Fertility - Low,Children (under 16 years),Male
S92000003,2042,Count,People,1661439,Fertility - Low,Working Age (16 - 64),Male
S92000003,2024,Count,People,449427,Fertility - Low,Children (under 16 years),Male
S92000003,2041,Count,People,1662763,Fertility - Low,Working Age (16 - 64),Female
S92000003,2024,Count,People,515367,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2024,Count,People,1760372,Fertility - Low,Working Age (16 - 64),Female
S92000003,2041,Count,People,366107,Fertility - Low,Children (under 16 years),Male
S92000003,2041,Count,People,636241,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2041,Count,People,760521,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2041,Count,People,1662502,Fertility - Low,Working Age (16 - 64),Male
S92000003,2018,Count,People,448366,Fertility - Low,Children (under 16 years),Female
S92000003,2018,Count,People,566268,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2018,Count,People,1717769,Fertility - Low,Working Age (16 - 64),Male
S92000003,2018,Count,People,1774715,Fertility - Low,Working Age (16 - 64),Female
S92000003,2020,Count,People,446424,Fertility - Low,Children (under 16 years),Female
S92000003,2019,Count,People,574120,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2019,Count,People,1716906,Fertility - Low,Working Age (16 - 64),Male
S92000003,2020,Count,People,581215,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2022,Count,People,495289,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2021,Count,People,485747,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2022,Count,People,1714554,Fertility - Low,Working Age (16 - 64),Male
S92000003,2022,Count,People,461555,Fertility - Low,Children (under 16 years),Male
S92000003,2018,Count,People,459846,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2018,Count,People,471136,Fertility - Low,Children (under 16 years),Male
S92000003,2021,Count,People,1716141,Fertility - Low,Working Age (16 - 64),Male
S92000003,2022,Count,People,439067,Fertility - Low,Children (under 16 years),Female
S92000003,2025,Count,People,1757959,Fertility - Low,Working Age (16 - 64),Female
S92000003,2025,Count,People,442120,Fertility - Low,Children (under 16 years),Male
S92000003,2026,Count,People,1753665,Fertility - Low,Working Age (16 - 64),Female
S92000003,2025,Count,People,525732,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2027,Count,People,651576,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2027,Count,People,1750035,Fertility - Low,Working Age (16 - 64),Female
S92000003,2025,Count,People,1711290,Fertility - Low,Working Age (16 - 64),Male
S92000003,2027,Count,People,426530,Fertility - Low,Children (under 16 years),Male
S92000003,2019,Count,People,1773231,Fertility - Low,Working Age (16 - 64),Female
S92000003,2019,Count,People,471274,Fertility - Low,Children (under 16 years),Male
S92000003,2019,Count,People,448238,Fertility - Low,Children (under 16 years),Female
S92000003,2019,Count,People,468675,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2026,Count,People,435278,Fertility - Low,Children (under 16 years),Male
S92000003,2026,Count,People,639777,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2026,Count,People,412638,Fertility - Low,Children (under 16 years),Female
S92000003,2030,Count,People,188268,Fertility - Low,40-44 years,Male
S92000003,2030,Count,People,181416,Fertility - Low,30-34 years,Male
S92000003,2030,Count,People,192344,Fertility - Low,40-44 years,Female
S92000003,2030,Count,People,183052,Fertility - Low,45-49 years,Female
S92000003,2031,Count,People,155692,Fertility - Low,15-19 years,Male
S92000003,2031,Count,People,169751,Fertility - Low,20-24 years,Female
S92000003,2030,Count,People,194786,Fertility - Low,35-39 years,Male
S92000003,2030,Count,People,194702,Fertility - Low,35-39 years,Female
S92000003,2030,Count,People,164655,Fertility - Low,55-59 years,Male
S92000003,2030,Count,People,161816,Fertility - Low,25-29 years,Male
S92000003,2030,Count,People,178041,Fertility - Low,55-59 years,Female
S92000003,2030,Count,People,197841,Fertility - Low,60-64 years,Female
S92000003,2030,Count,People,157214,Fertility - Low,25-29 years,Female
S92000003,2030,Count,People,168669,Fertility - Low,20-24 years,Male
S92000003,2030,Count,People,174863,Fertility - Low,30-34 years,Female
S92000003,2030,Count,People,166839,Fertility - Low,20-24 years,Female
S92000003,2030,Count,People,110617,Fertility - Low,75-79 years,Male
S92000003,2030,Count,People,86513,Fertility - Low,80-84 years,Male
S92000003,2031,Count,People,162875,Fertility - Low,25-29 years,Male
S92000003,2031,Count,People,158129,Fertility - Low,25-29 years,Female
S92000003,2030,Count,People,129226,Fertility - Low,75-79 years,Female
S92000003,2030,Count,People,146218,Fertility - Low,70-74 years,Male
S92000003,2030,Count,People,107258,Fertility - Low,80-84 years,Female
S92000003,2030,Count,People,163867,Fertility - Low,70-74 years,Female
S92000003,2031,Count,People,135692,Fertility - Low,10-14 years,Male
S92000003,2031,Count,People,171678,Fertility - Low,30-34 years,Female
S92000003,2031,Count,People,128433,Fertility - Low,10-14 years,Female
S92000003,2031,Count,People,147239,Fertility - Low,15-19 years,Female
S92000003,2031,Count,People,177251,Fertility - Low,30-34 years,Male
S92000003,2031,Count,People,171922,Fertility - Low,20-24 years,Male
S92000003,2031,Count,People,190467,Fertility - Low,35-39 years,Female
S92000003,2040,Count,People,760300,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2040,Count,People,1666666,Fertility - Low,Working Age (16 - 64),Female
S92000003,2040,Count,People,348580,Fertility - Low,Children (under 16 years),Female
S92000003,2040,Count,People,366557,Fertility - Low,Children (under 16 years),Male
S92000003,2039,Count,People,1670697,Fertility - Low,Working Age (16 - 64),Female
S92000003,2039,Count,People,636788,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2039,Count,People,367295,Fertility - Low,Children (under 16 years),Male
S92000003,2039,Count,People,759442,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2039,Count,People,349287,Fertility - Low,Children (under 16 years),Female
S92000003,2038,Count,People,758175,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2042,Count,People,758640,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2038,Count,People,1667875,Fertility - Low,Working Age (16 - 64),Male
S92000003,2038,Count,People,1674559,Fertility - Low,Working Age (16 - 64),Female
S92000003,2038,Count,People,368405,Fertility - Low,Children (under 16 years),Male
S92000003,2038,Count,People,350345,Fertility - Low,Children (under 16 years),Female
S92000003,2038,Count,People,636010,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2030,Count,People,172695,Fertility - Low,45-49 years,Male
S92000003,2030,Count,People,120861,Fertility - Low,5-9 years,Male
S92000003,2030,Count,People,164350,Fertility - Low,50-54 years,Female
S92000003,2030,Count,People,156571,Fertility - Low,50-54 years,Male
S92000003,2030,Count,People,177386,Fertility - Low,65-69 years,Male
S92000003,2030,Count,People,194773,Fertility - Low,65-69 years,Female
S92000003,2030,Count,People,114978,Fertility - Low,5-9 years,Female
S92000003,2030,Count,People,180545,Fertility - Low,60-64 years,Male
S92000003,2043,Count,People,757610,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2043,Count,People,347855,Fertility - Low,Children (under 16 years),Female
S92000003,2039,Count,People,1665902,Fertility - Low,Working Age (16 - 64),Male
S92000003,2043,Count,People,1660150,Fertility - Low,Working Age (16 - 64),Male
S92000003,2043,Count,People,1657002,Fertility - Low,Working Age (16 - 64),Female
S92000003,2043,Count,People,365805,Fertility - Low,Children (under 16 years),Male
S92000003,2043,Count,People,633043,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2035,Count,People,174267,Fertility - Low,25-29 years,Male
S92000003,2035,Count,People,170288,Fertility - Low,25-29 years,Female
S92000003,2035,Count,People,172174,Fertility - Low,20-24 years,Male
S92000003,2035,Count,People,168024,Fertility - Low,20-24 years,Female
S92000003,2035,Count,People,143186,Fertility - Low,15-19 years,Male
S92000003,2035,Count,People,135175,Fertility - Low,15-19 years,Female
S92000003,2035,Count,People,122785,Fertility - Low,10-14 years,Male
S92000003,2035,Count,People,116695,Fertility - Low,10-14 years,Female
S92000003,2035,Count,People,106077,Fertility - Low,80-84 years,Female
S92000003,2035,Count,People,125604,Fertility - Low,75-79 years,Male
S92000003,2035,Count,People,146972,Fertility - Low,75-79 years,Female
S92000003,2035,Count,People,162134,Fertility - Low,70-74 years,Male
S92000003,2035,Count,People,183254,Fertility - Low,70-74 years,Female
S92000003,2035,Count,People,171762,Fertility - Low,65-69 years,Male
S92000003,2035,Count,People,191335,Fertility - Low,65-69 years,Female
S92000003,2035,Count,People,160148,Fertility - Low,60-64 years,Male
S92000003,2031,Count,People,591595,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2031,Count,People,1724500,Fertility - Low,Working Age (16 - 64),Female
S92000003,2031,Count,People,700940,Fertility - Low,Pensionable Age (65 and over),Female
S92000003,2031,Count,People,376427,Fertility - Low,Children (under 16 years),Female
S92000003,2030,Count,People,403907,Fertility - Low,Children (under 16 years),Male
S92000003,2030,Count,People,582114,Fertility - Low,Pensionable Age (65 and over),Male
S92000003,2031,Count,People,396950,Fertility - Low,Children (under 16 years),Male
S92000003,2030,Count,People,1696929,Fertility - Low,Working Age (16 - 64),Male
S92000003,2035,Count,People,187142,Fertility - Low,45-49 years,Male
S92000003,2035,Count,People,192747,Fertility - Low,45-49 years,Female
S92000003,2035,Count,People,195330,Fertility - Low,40-44 years,Male
S92000003,2035,Count,People,196110,Fertility - Low,40-44 years,Female
S92000003,2035,Count,People,184021,Fertility - Low,35-39 years,Male
S92000003,2035,Count,People,177527,Fertility - Low,35-39 years,Female
S92000003,2035,Count,People,164841,Fertility - Low,30-34 years,Male
S92000003,2035,Count,People,160404,Fertility - Low,30-34 years,Female
S92000003,2034,Count,People,190795,Fertility - Low,45-49 years,Female
S92000003,2034,Count,People,196504,Fertility - Low,40-44 years,Male
S92000003,2034,Count,People,198412,Fertility - Low,40-44 years,Female
S92000003,2034,Count,People,186713,Fertility - Low,35-39 years,Male
S92000003,2034,Count,People,180693,Fertility - Low,35-39 years,Female
S92000003,2034,Count,People,165135,Fertility - Low,30-34 years,Male
S92000003,2034,Count,People,160507,Fertility - Low,30-34 years,Female
S92000003,2034,Count,People,172722,Fertility - Low,25-29 years,Male
S92000003,2035,Count,People,111248,Fertility - Low,0-4 years,Male
S92000003,2035,Count,People,105925,Fertility - Low,0-4 years,Female
S92000003,2034,Count,People,22681,Fertility - Low,90 years and over,Male
S92000003,2034,Count,People,37743,Fertility - Low,90 years and over,Female
S92000003,2034,Count,People,53231,Fertility - Low,85-89 years,Male
S92000003,2034,Count,People,72296,Fertility - Low,85-89 years,Female
S92000003,2034,Count,People,84574,Fertility - Low,80-84 years,Male
S92000003,2034,Count,People,104804,Fertility - Low,80-84 years,Female
S92000003,2035,Count,People,175078,Fertility - Low,60-64 years,Female
